-26.2	0.240 	-0.107 	0.215 	-1.910 	-3.830 	4.430
-25.6	0.265 	-0.115 	0.239 	-1.820 	-3.770 	4.280
-25.2	0.293 	-0.123 	0.266 	-1.740 	-3.740 	4.180
-24.2	0.314 	-0.128 	0.287 	-1.610 	-3.630 	3.970
-23.4	0.339 	-0.133 	0.312 	-1.510 	-3.560 	3.830
-21.9	0.352 	-0.132 	0.327 	-1.350 	-3.350 	3.540
-20.5	0.367 	-0.131 	0.343 	-1.210 	-3.180 	3.300
-19.7	0.392 	-0.132 	0.369 	-1.110 	-3.080 	3.160
-18.2	0.401 	-0.128 	0.381 	-0.962 	-2.870 	2.910
-17.4	0.428 	-0.127 	0.408 	-0.860 	-2.770 	2.790
-15.9	0.437 	-0.120 	0.420 	-0.729 	-2.550 	2.570
-14.8	0.460 	-0.116 	0.445 	-0.627 	-2.400 	2.440
-13	0.458 	-0.105 	0.446 	-0.500 	-2.120 	2.200
-11.6	0.471 	-0.097 	0.461 	-0.401 	-1.910 	2.060
-10.2	0.481 	-0.087 	0.474 	-0.310 	-1.690 	1.920
-9.020 	0.504 	-0.078 	0.498 	-0.236 	-1.500 	1.850
-7.460 	0.509 	-0.066 	0.505 	-0.162 	-1.250 	1.740
-5.920 	0.515 	-0.053 	0.512 	-0.103 	-0.996 	1.650
-4.350 	0.516 	-0.039 	0.514 	-0.056 	-0.733 	1.570
-2.830 	0.525 	-0.026 	0.525 	-0.023 	-0.479 	1.540
-1.230 	0.515 	-0.011 	0.515 	-0.005 	-0.209 	1.480
0.000 	0.524 	0.000 	0.524 	0.000 	0.000 	1.490
1.570 	0.527 	0.014 	0.526 	-0.007 	0.265 	1.510
3.050 	0.511 	0.028 	0.510 	-0.028 	0.515 	1.500
4.590 	0.510 	0.041 	0.508 	-0.063 	0.773 	1.560
6.280 	0.520 	0.056 	0.517 	-0.114 	1.050 	1.680
7.770 	0.511 	0.068 	0.506 	-0.175 	1.300 	1.760
9.090 	0.493 	0.079 	0.486 	-0.244 	1.510 	1.840
10.6	0.485 	0.090 	0.477 	-0.329 	1.750 	1.970
12.2	0.483 	0.101 	0.473 	-0.429 	2.010 	2.140
13.5	0.466 	0.109 	0.453 	-0.527 	2.200 	2.270
14.7	0.449 	0.115 	0.434 	-0.631 	2.380 	2.420
16	0.433 	0.121 	0.416 	-0.744 	2.560 	2.580
17.3	0.419 	0.126 	0.400 	-0.865 	2.750 	2.770
19	0.414 	0.133 	0.392 	-1.020 	3.000 	3.050
19.6	0.384 	0.131 	0.361 	-1.110 	3.060 	3.140
21.4	0.378 	0.135 	0.352 	-1.270 	3.310 	3.450
22.3	0.354 	0.133 	0.328 	-1.380 	3.410 	3.610
23.4	0.335 	0.132 	0.308 	-1.520 	3.550 	3.830
24	0.308 	0.126 	0.282 	-1.610 	3.600 	3.960
25.1	0.289 	0.122 	0.262 	-1.740 	3.740 	4.180
25.6	0.263 	0.114 	0.237 	-1.830 	3.780 	4.300
26.1	0.236 	0.106 	0.212 	-1.900 	3.810 	4.410
27.2	0.216 	0.099 	0.192 	-2.030 	3.940 	4.640
28.1	0.193 	0.090 	0.171 	-2.130 	4.040 	4.830
28.1	0.165 	0.078 	0.145 	-2.170 	4.020 	4.870
28.3	0.138 	0.067 	0.121 	-2.220 	4.020 	4.930
29.4	0.116 	0.057 	0.101 	-2.330 	4.160 	5.150
29.5	0.089 	0.044 	0.077 	-2.350 	4.150 	5.180
29.9	0.062 	0.031 	0.054 	-2.400 	4.190 	5.260
29.8	0.035 	0.018 	0.031 	-2.400 	4.170 	5.260
29.9	0.006 	0.003 	0.006 	-2.420 	4.190 	5.290
30.2	0.016 	-0.008 	-0.014 	-2.440 	4.230 	5.350
30	0.044 	-0.022 	-0.038 	-2.420 	4.210 	5.300
29.9	0.071 	-0.035 	-0.062 	-2.400 	4.210 	5.280
29	0.095 	-0.047 	-0.083 	-2.310 	4.100 	5.100
29.1	0.123 	-0.060 	-0.107 	-2.290 	4.120 	5.080
28.3	0.147 	-0.070 	-0.129 	-2.210 	4.030 	4.920
27.8	0.172 	-0.081 	-0.151 	-2.140 	3.980 	4.800
28.1	0.202 	-0.094 	-0.179 	-2.120 	4.050 	4.820
26.8	0.222 	-0.101 	-0.197 	-1.990 	3.890 	4.560
26.3	0.248 	-0.110 	-0.222 	-1.910 	3.850 	4.440
25.8	0.274 	-0.118 	-0.247 	-1.830 	3.820 	4.320
24.6	0.293 	-0.122 	-0.266 	-1.690 	3.670 	4.080
23.8	0.316 	-0.127 	-0.289 	-1.580 	3.580 	3.910
23.2	0.343 	-0.133 	-0.316 	-1.490 	3.530 	3.780
21.4	0.351 	-0.130 	-0.325 	-1.310 	3.280 	3.460
20.6	0.374 	-0.132 	-0.350 	-1.200 	3.190 	3.310
19.7	0.398 	-0.133 	-0.375 	-1.090 	3.080 	3.150
18.6	0.417 	-0.131 	-0.396 	-0.972 	2.930 	2.970
17.4	0.435 	-0.128 	-0.416 	-0.851 	2.770 	2.790
15.8	0.444 	-0.121 	-0.427 	-0.719 	2.540 	2.570
14.2	0.450 	-0.112 	-0.435 	-0.594 	2.310 	2.350
13.3	0.478 	-0.108 	-0.465 	-0.504 	2.170 	2.260
11.7	0.483 	-0.097 	-0.473 	-0.397 	1.930 	2.080
10.2	0.492 	-0.087 	-0.484 	-0.305 	1.690 	1.940
8.690 	0.498 	-0.075 	-0.492 	-0.222 	1.450 	1.810
7.180 	0.504 	-0.063 	-0.500 	-0.153 	1.200 	1.700
5.740 	0.515 	-0.051 	-0.513 	-0.097 	0.965 	1.640
4.130 	0.511 	-0.037 	-0.510 	-0.051 	0.696 	1.540
2.590 	0.510 	-0.023 	-0.510 	-0.020 	0.437 	1.490
1.070 	0.514 	-0.010 	-0.514 	-0.003 	0.181 	1.470
-0.461 	0.517 	0.004 	-0.517 	-0.001 	-0.078 	1.470
-2.520 	0.527 	0.023 	-0.526 	-0.019 	-0.427 	1.530
-4.000 	0.511 	0.036 	-0.510 	-0.048 	-0.674 	1.540
-5.490 	0.504 	0.049 	-0.502 	-0.090 	-0.923 	1.590
-7.000 	0.500 	0.062 	-0.496 	-0.146 	-1.170 	1.680
-8.680 	0.504 	0.075 	-0.498 	-0.219 	-1.450 	1.820
-9.960 	0.484 	0.085 	-0.477 	-0.294 	-1.650 	1.900
-11.4	0.475 	0.095 	-0.465 	-0.384 	-1.880 	2.040
-13.1	0.475 	0.107 	-0.463 	-0.495 	-2.150 	2.240
-14.1	0.449 	0.111 	-0.435 	-0.586 	-2.290 	2.340
-15.7	0.444 	0.120 	-0.427 	-0.712 	-2.530 	2.550
-16.9	0.425 	0.125 	-0.407 	-0.825 	-2.690 	2.720
-18.6	0.420 	0.132 	-0.399 	-0.972 	-2.940 	2.980
-19.4	0.392 	0.131 	-0.370 	-1.070 	-3.030 	3.100
-20.6	0.375 	0.132 	-0.351 	-1.200 	-3.190 	3.300
-21.5	0.353 	0.131 	-0.328 	-1.320 	-3.300 	3.470
-22.6	0.334 	0.130 	-0.308 	-1.450 	-3.440 	3.680
-23.6	0.314 	0.127 	-0.287 	-1.570 	-3.560 	3.880
-24.5	0.291 	0.122 	-0.264 	-1.680 	-3.650 	4.050
-25.2	0.268 	0.115 	-0.242 	-1.780 	-3.730 	4.220
-25.8	0.243 	0.108 	-0.218 	-1.870 	-3.780 	4.360
-27.2	0.225 	0.102 	-0.201 	-2.020 	-3.960 	4.640
-27.2	0.195 	0.091 	-0.173 	-2.060 	-3.920 	4.660
-28.1	0.173 	0.082 	-0.152 	-2.160 	-4.030 	4.860
-28.2	0.146 	0.070 	-0.128 	-2.200 	-4.020 	4.910
-29.3	0.123 	0.060 	-0.107 	-2.310 	-4.150 	5.120
-29.4	0.096 	0.047 	-0.083 	-2.340 	-4.140 	5.160
-29.3	0.068 	0.034 	-0.059 	-2.350 	-4.120 	5.170
-30.3	0.043 	0.021 	-0.037 	-2.440 	-4.250 	5.350
-30.4	0.015 	0.007 	-0.013 	-2.460 	-4.260 	5.370
-30.3	0.008 	-0.004 	0.007 	-2.450 	-4.240 	5.360
-29.5	0.036 	-0.018 	0.032 	-2.380 	-4.130 	5.210
-29.3	0.063 	-0.031 	0.055 	-2.350 	-4.110 	5.160
-29.7	0.091 	-0.045 	0.079 	-2.370 	-4.190 	5.220
-29	0.116 	-0.057 	0.101 	-2.290 	-4.100 	5.070
-28.4	0.141 	-0.068 	0.124 	-2.220 	-4.040 	4.950
-28	0.167 	-0.079 	0.147 	-2.160 	-4.010 	4.850
-27.4	0.191 	-0.089 	0.169 	-2.080 	-3.940 	4.700
-26.9	0.216 	-0.099 	0.192 	-2.000 	-3.900 	4.580
-26.9	0.247 	-0.110 	0.221 	-1.960 	-3.940 	4.560
-26	0.269 	-0.117 	0.243 	-1.840 	-3.830 	4.350
-24.9	0.290 	-0.122 	0.263 	-1.720 	-3.710 	4.140
-23.8	0.309 	-0.126 	0.283 	-1.590 	-3.580 	3.920
-23.4	0.338 	-0.132 	0.311 	-1.500 	-3.540 	3.810
-22	0.353 	-0.132 	0.328 	-1.360 	-3.360 	3.550
-20.5	0.366 	-0.130 	0.342 	-1.210 	-3.170 	3.300
-20	0.396 	-0.134 	0.373 	-1.120 	-3.120 	3.200
-18.6	0.410 	-0.130 	0.388 	-0.981 	-2.930 	2.970
-17.4	0.429 	-0.127 	0.410 	-0.863 	-2.780 	2.800
-15.7	0.434 	-0.119 	0.417 	-0.724 	-2.530 	2.550
-14.4	0.447 	-0.113 	0.432 	-0.608 	-2.330 	2.370
-13.1	0.461 	-0.106 	0.449 	-0.503 	-2.130 	2.210
-11.8	0.476 	-0.098 	0.466 	-0.406 	-1.930 	2.080
-10.4	0.487 	-0.088 	0.479 	-0.314 	-1.710 	1.950
-9.030 	0.505 	-0.078 	0.499 	-0.236 	-1.500 	1.860
-7.300 	0.498 	-0.064 	0.494 	-0.159 	-1.220 	1.700
-5.900 	0.513 	-0.053 	0.510 	-0.102 	-0.992 	1.640
-4.370 	0.519 	-0.039 	0.517 	-0.056 	-0.737 	1.570
-2.770 	0.514 	-0.025 	0.514 	-0.023 	-0.469 	1.500
-1.250 	0.523 	-0.011 	0.523 	-0.005 	-0.212 	1.500
0.000 	0.513 	0.000 	0.513 	0.000 	0.000 	1.460
1.550 	0.521 	0.014 	0.521 	-0.007 	0.263 	1.500
3.140 	0.525 	0.028 	0.525 	-0.029 	0.530 	1.550
4.550 	0.506 	0.041 	0.504 	-0.062 	0.767 	1.550
6.270 	0.519 	0.056 	0.516 	-0.114 	1.050 	1.680
7.680 	0.505 	0.067 	0.501 	-0.173 	1.290 	1.740
9.100 	0.493 	0.079 	0.487 	-0.244 	1.510 	1.840
10.4	0.478 	0.088 	0.470 	-0.324 	1.720 	1.940
12.2	0.481 	0.101 	0.470 	-0.427 	2.000 	2.130
13.3	0.459 	0.107 	0.447 	-0.520 	2.170 	2.240
14.7	0.450 	0.115 	0.435 	-0.632 	2.390 	2.420
16.3	0.443 	0.123 	0.426 	-0.760 	2.620 	2.640
17.5	0.425 	0.127 	0.405 	-0.877 	2.790 	2.810
18.9	0.412 	0.132 	0.390 	-1.010 	2.980 	3.030
19.8	0.388 	0.132 	0.365 	-1.120 	3.100 	3.180
20.9	0.369 	0.132 	0.344 	-1.240 	3.230 	3.360
21.7	0.344 	0.130 	0.319 	-1.350 	3.320 	3.510
23.3	0.334 	0.131 	0.307 	-1.510 	3.540 	3.810
24	0.309 	0.126 	0.282 	-1.610 	3.610 	3.960
25.1	0.289 	0.122 	0.262 	-1.740 	3.740 	4.180
25.9	0.265 	0.116 	0.239 	-1.850 	3.820 	4.350
26.8	0.243 	0.109 	0.218 	-1.960 	3.920 	4.540
27.6	0.219 	0.100 	0.195 	-2.060 	4.000 	4.710
27.9	0.192 	0.090 	0.170 	-2.120 	4.010 	4.800
28.5	0.167 	0.080 	0.147 	-2.200 	4.070 	4.930
28.7	0.140 	0.068 	0.123 	-2.250 	4.080 	5.000
29	0.114 	0.056 	0.100 	-2.290 	4.100 	5.070
29.9	0.090 	0.044 	0.078 	-2.390 	4.210 	5.260
29.3	0.061 	0.030 	0.053 	-2.350 	4.110 	5.160
29.8	0.035 	0.018 	0.031 	-2.400 	4.170 	5.260
29.7	0.006 	0.003 	0.006 	-2.400 	4.160 	5.250
30.4	0.016 	-0.008 	-0.014 	-2.460 	4.260 	5.380
29.6	0.043 	-0.021 	-0.037 	-2.390 	4.150 	5.230
29.6	0.070 	-0.035 	-0.061 	-2.370 	4.160 	5.210
29.8	0.098 	-0.048 	-0.085 	-2.370 	4.200 	5.230
29.7	0.125 	-0.061 	-0.109 	-2.340 	4.200 	5.190
29.1	0.151 	-0.072 	-0.132 	-2.270 	4.140 	5.050
28	0.173 	-0.082 	-0.152 	-2.150 	4.000 	4.830
27.1	0.195 	-0.091 	-0.173 	-2.050 	3.910 	4.650
27.2	0.225 	-0.102 	-0.201 	-2.020 	3.950 	4.630
26.8	0.252 	-0.112 	-0.226 	-1.940 	3.920 	4.520
25.8	0.274 	-0.118 	-0.247 	-1.820 	3.810 	4.320
25.1	0.298 	-0.125 	-0.271 	-1.720 	3.740 	4.160
23.8	0.316 	-0.128 	-0.289 	-1.580 	3.590 	3.910
22.4	0.331 	-0.128 	-0.305 	-1.430 	3.410 	3.660
21.5	0.352 	-0.131 	-0.327 	-1.320 	3.290 	3.470
20.7	0.377 	-0.133 	-0.353 	-1.210 	3.210 	3.330
19.5	0.393 	-0.131 	-0.370 	-1.080 	3.040 	3.120
18.6	0.418 	-0.132 	-0.397 	-0.975 	2.940 	2.980
17	0.426 	-0.125 	-0.407 	-0.832 	2.710 	2.730
15.6	0.437 	-0.119 	-0.421 	-0.708 	2.510 	2.530
14.5	0.459 	-0.114 	-0.444 	-0.606 	2.350 	2.400
13	0.467 	-0.106 	-0.455 	-0.493 	2.120 	2.210
11.6	0.479 	-0.097 	-0.469 	-0.394 	1.910 	2.070
10.3	0.497 	-0.088 	-0.489 	-0.308 	1.710 	1.960
8.720 	0.499 	-0.076 	-0.494 	-0.223 	1.450 	1.820
7.340 	0.515 	-0.065 	-0.510 	-0.156 	1.230 	1.740
5.820 	0.522 	-0.052 	-0.520 	-0.098 	0.978 	1.660
4.100 	0.507 	-0.037 	-0.506 	-0.050 	0.691 	1.530
2.620 	0.517 	-0.024 	-0.516 	-0.020 	0.443 	1.510
1.090 	0.523 	-0.010 	-0.523 	-0.003 	0.184 	1.490
-0.461 	0.517 	0.004 	-0.517 	-0.001 	-0.078 	1.470
-2.510 	0.524 	0.023 	-0.523 	-0.018 	-0.424 	1.520
-4.060 	0.520 	0.037 	-0.518 	-0.048 	-0.686 	1.560
-5.630 	0.517 	0.050 	-0.515 	-0.093 	-0.947 	1.640
-7.110 	0.507 	0.063 	-0.503 	-0.149 	-1.190 	1.710
-8.720 	0.506 	0.076 	-0.500 	-0.220 	-1.450 	1.830
-9.900 	0.482 	0.084 	-0.474 	-0.292 	-1.640 	1.890
-11.5	0.480 	0.096 	-0.470 	-0.388 	-1.900 	2.060
-13.2	0.479 	0.108 	-0.467 	-0.498 	-2.160 	2.260
-14.6	0.465 	0.115 	-0.451 	-0.608 	-2.370 	2.420
-15.7	0.444 	0.120 	-0.427 	-0.712 	-2.530 	2.550
-16.8	0.423 	0.124 	-0.404 	-0.820 	-2.680 	2.700
-18.5	0.418 	0.131 	-0.397 	-0.967 	-2.930 	2.960
-19.9	0.403 	0.134 	-0.380 	-1.100 	-3.110 	3.180
-20.5	0.374 	0.132 	-0.350 	-1.200 	-3.170 	3.290
-21.7	0.356 	0.132 	-0.331 	-1.330 	-3.330 	3.510
-22.9	0.338 	0.131 	-0.312 	-1.460 	-3.480 	3.730
-23.7	0.314 	0.127 	-0.288 	-1.570 	-3.560 	3.890
-24.3	0.290 	0.121 	-0.263 	-1.670 	-3.630 	4.040
-25.3	0.269 	0.116 	-0.243 	-1.790 	-3.740 	4.240
-26.3	0.248 	0.110 	-0.222 	-1.910 	-3.860 	4.440
-27.6	0.228 	0.104 	-0.203 	-2.040 	-4.000 	4.690
-27.6	0.198 	0.092 	-0.175 	-2.080 	-3.970 	4.730
-28.2	0.174 	0.082 	-0.153 	-2.170 	-4.040 	4.880
-28.4	0.146 	0.070 	-0.128 	-2.210 	-4.040 	4.940
-28.9	0.121 	0.059 	-0.106 	-2.280 	-4.100 	5.060
-30	0.098 	0.048 	-0.085 	-2.390 	-4.220 	5.260
-29.9	0.070 	0.035 	-0.060 	-2.400 	-4.190 	5.260
-30.2	0.043 	0.021 	-0.037 	-2.440 	-4.240 	5.340
-29.7	0.015 	0.007 	-0.013 	-2.400 	-4.160 	5.260
-29.5	0.008 	-0.004 	0.007 	-2.390 	-4.140 	5.220
-29.4	0.036 	-0.018 	0.032 	-2.380 	-4.130 	5.200
-30	0.064 	-0.032 	0.056 	-2.410 	-4.210 	5.290
-29.2	0.090 	-0.044 	0.078 	-2.330 	-4.120 	5.140
-29	0.116 	-0.057 	0.101 	-2.290 	-4.100 	5.080
-28.7	0.143 	-0.069 	0.125 	-2.250 	-4.080 	5.000
-28.9	0.172 	-0.082 	0.151 	-2.230 	-4.130 	5.000
-27.8	0.194 	-0.091 	0.172 	-2.110 	-4.010 	4.780
-27.4	0.221 	-0.101 	0.196 	-2.040 	-3.980 	4.680
-26.8	0.246 	-0.110 	0.221 	-1.960 	-3.920 	4.540
-25.8	0.267 	-0.116 	0.241 	-1.830 	-3.800 	4.320
-25.3	0.294 	-0.124 	0.267 	-1.750 	-3.770 	4.200
-23.8	0.309 	-0.126 	0.283 	-1.590 	-3.580 	3.920
-23	0.333 	-0.130 	0.306 	-1.480 	-3.490 	3.750
-22.1	0.356 	-0.133 	0.330 	-1.370 	-3.390 	3.580
-21.2	0.379 	-0.135 	0.354 	-1.250 	-3.280 	3.410
-19.7	0.392 	-0.132 	0.369 	-1.110 	-3.080 	3.160
-18.5	0.408 	-0.130 	0.387 	-0.978 	-2.920 	2.960
-17.6	0.433 	-0.129 	0.413 	-0.871 	-2.800 	2.820
-15.8	0.435 	-0.120 	0.419 	-0.726 	-2.540 	2.560
-14.4	0.447 	-0.113 	0.433 	-0.609 	-2.330 	2.370
-13.2	0.465 	-0.107 	0.453 	-0.508 	-2.160 	2.240
-11.8	0.476 	-0.098 	0.466 	-0.406 	-1.940 	2.080
-10.3	0.484 	-0.087 	0.476 	-0.312 	-1.700 	1.930
-8.920 	0.499 	-0.077 	0.493 	-0.233 	-1.490 	1.830
-7.370 	0.503 	-0.065 	0.499 	-0.160 	-1.230 	1.710
-5.930 	0.516 	-0.053 	0.513 	-0.103 	-0.997 	1.650
-4.290 	0.509 	-0.039 	0.508 	-0.055 	-0.724 	1.550
-2.770 	0.513 	-0.025 	0.512 	-0.023 	-0.467 	1.500
-1.270 	0.531 	-0.012 	0.531 	-0.005 	-0.215 	1.520
0.000 	0.523 	0.000 	0.523 	0.000 	0.000 	1.490
1.560 	0.524 	0.014 	0.524 	-0.007 	0.264 	1.500
3.110 	0.522 	0.028 	0.521 	-0.028 	0.526 	1.530
4.720 	0.525 	0.042 	0.523 	-0.065 	0.796 	1.610
6.260 	0.519 	0.056 	0.516 	-0.114 	1.050 	1.680
7.770 	0.511 	0.068 	0.506 	-0.175 	1.300 	1.760
9.280 	0.503 	0.080 	0.497 	-0.249 	1.540 	1.870
10.6	0.488 	0.090 	0.480 	-0.331 	1.760 	1.980
12.2	0.483 	0.101 	0.472 	-0.429 	2.010 	2.140
13.5	0.465 	0.108 	0.452 	-0.526 	2.200 	2.270
14.8	0.451 	0.116 	0.436 	-0.635 	2.390 	2.430
16	0.434 	0.121 	0.417 	-0.745 	2.570 	2.590
17.5	0.425 	0.128 	0.406 	-0.877 	2.790 	2.810
19.1	0.415 	0.133 	0.393 	-1.020 	3.000 	3.050
20.2	0.395 	0.135 	0.372 	-1.140 	3.150 	3.240
20.7	0.364 	0.131 	0.340 	-1.230 	3.190 	3.330
22	0.350 	0.132 	0.324 	-1.370 	3.370 	3.570
23.4	0.335 	0.131 	0.308 	-1.510 	3.550 	3.820
23.7	0.305 	0.124 	0.278 	-1.590 	3.560 	3.910
24.5	0.282 	0.119 	0.255 	-1.700 	3.640 	4.070
25.4	0.260 	0.113 	0.234 	-1.810 	3.740 	4.250
26.3	0.239 	0.107 	0.213 	-1.920 	3.840 	4.450
27.5	0.219 	0.100 	0.194 	-2.050 	3.980 	4.690
27.7	0.191 	0.089 	0.169 	-2.110 	3.990 	4.770
28.3	0.166 	0.079 	0.146 	-2.180 	4.040 	4.890
